time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-01-01 00:00,2015-01-01 01:00,0,0,0,1.370,
2015-01-01 01:00,2015-01-01 02:00,0,0,0,0.993,
2015-01-01 02:00,2015-01-01 03:00,0,0,0,0.771,
2015-01-01 03:00,2015-01-01 04:00,0,0,0,0.655,
2015-01-01 04:00,2015-01-01 05:00,0,0,0,0.591,
2015-01-01 05:00,2015-01-01 06:00,0,0,0,0.390,
2015-01-01 06:00,2015-01-01 07:00,0,0,0,0.174,
2015-01-01 07:00,2015-01-01 08:00,0,0,0,-0.135,
2015-01-01 08:00,2015-01-01 09:00,0.019,0.030,0.008,0.125,
2015-01-01 09:00,2015-01-01 10:00,0.068,0.054,0.036,0.964,
2015-01-01 10:00,2015-01-01 11:00,0.037,0.007,0.050,1.668,
2015-01-01 11:00,2015-01-01 12:00,0.074,0.012,0.083,2.335,
2015-01-01 12:00,2015-01-01 13:00,0.159,0.083,0.099,2.691,
2015-01-01 13:00,2015-01-01 14:00,0.136,0.074,0.085,2.791,
2015-01-01 14:00,2015-01-01 15:00,0.097,0.062,0.057,2.587,
2015-01-01 15:00,2015-01-01 16:00,0.002,0.009,0.008,2.077,
2015-01-01 16:00,2015-01-01 17:00,0,0,0,1.889,
2015-01-01 17:00,2015-01-01 18:00,0,0,0,1.826,
2015-01-01 18:00,2015-01-01 19:00,0,0,0,1.749,
2015-01-01 19:00,2015-01-01 20:00,0,0,0,1.680,
2015-01-01 20:00,2015-01-01 21:00,0,0,0,1.811,
2015-01-01 21:00,2015-01-01 22:00,0,0,0,1.930,
2015-01-01 22:00,2015-01-01 23:00,0,0,0,2.063,
2015-01-01 23:00,2015-01-02 00:00,0,0,0,2.330,
2015-01-02 00:00,2015-01-02 01:00,0,0,0,2.648,
2015-01-02 01:00,2015-01-02 02:00,0,0,0,2.980,
2015-01-02 02:00,2015-01-02 03:00,0,0,0,3.366,
2015-01-02 03:00,2015-01-02 04:00,0,0,0,3.948,
2015-01-02 04:00,2015-01-02 05:00,0,0,0,4.948,
2015-01-02 05:00,2015-01-02 06:00,0,0,0,6.301,
2015-01-02 06:00,2015-01-02 07:00,0,0,0,7.734,
2015-01-02 07:00,2015-01-02 08:00,0,0,0,8.047,
2015-01-02 08:00,2015-01-02 09:00,0,0.002,0.006,7.527,
2015-01-02 09:00,2015-01-02 10:00,0.086,0.067,0.044,7.321,
2015-01-02 10:00,2015-01-02 11:00,0.405,0.399,0.052,7.337,
2015-01-02 11:00,2015-01-02 12:00,0.466,0.453,0.068,7.551,
2015-01-02 12:00,2015-01-02 13:00,0.402,0.362,0.087,7.741,
2015-01-02 13:00,2015-01-02 14:00,0.357,0.321,0.076,7.456,
2015-01-02 14:00,2015-01-02 15:00,0.230,0.202,0.058,6.668,
2015-01-02 15:00,2015-01-02 16:00,0.025,0.029,0.016,5.765,
2015-01-02 16:00,2015-01-02 17:00,0,0,0,5.660,
2015-01-02 17:00,2015-01-02 18:00,0,0,0,5.693,
2015-01-02 18:00,2015-01-02 19:00,0,0,0,5.585,
2015-01-02 19:00,2015-01-02 20:00,0,0,0,5.107,
2015-01-02 20:00,2015-01-02 21:00,0,0,0,4.660,
2015-01-02 21:00,2015-01-02 22:00,0,0,0,4.526,
2015-01-02 22:00,2015-01-02 23:00,0,0,0,4.181,
2015-01-02 23:00,2015-01-03 00:00,0,0,0,3.345,
2015-01-03 00:00,2015-01-03 01:00,0,0,0,3.896,
2015-01-03 01:00,2015-01-03 02:00,0,0,0,4.115,
2015-01-03 02:00,2015-01-03 03:00,0,0,0,4.073,
2015-01-03 03:00,2015-01-03 04:00,0,0,0,3.944,
2015-01-03 04:00,2015-01-03 05:00,0,0,0,3.814,
2015-01-03 05:00,2015-01-03 06:00,0,0,0,3.890,
2015-01-03 06:00,2015-01-03 07:00,0,0,0,3.985,
2015-01-03 07:00,2015-01-03 08:00,0,0,0,3.819,
2015-01-03 08:00,2015-01-03 09:00,0,0,0.005,3.573,
2015-01-03 09:00,2015-01-03 10:00,0.010,0.001,0.027,3.355,
2015-01-03 10:00,2015-01-03 11:00,0.021,0.001,0.039,2.970,
2015-01-03 11:00,2015-01-03 12:00,0.070,0.013,0.079,2.813,
2015-01-03 12:00,2015-01-03 13:00,0.039,0.011,0.049,2.825,
2015-01-03 13:00,2015-01-03 14:00,0.004,0,0.021,2.800,
2015-01-03 14:00,2015-01-03 15:00,0.007,0.001,0.023,2.515,
2015-01-03 15:00,2015-01-03 16:00,0,0,0.006,2.030,
2015-01-03 16:00,2015-01-03 17:00,0,0,0,1.972,
2015-01-03 17:00,2015-01-03 18:00,0,0,0,2.030,
2015-01-03 18:00,2015-01-03 19:00,0,0,0,2.351,
2015-01-03 19:00,2015-01-03 20:00,0,0,0,3.307,
2015-01-03 20:00,2015-01-03 21:00,0,0,0,4.154,
2015-01-03 21:00,2015-01-03 22:00,0,0,0,4.210,
2015-01-03 22:00,2015-01-03 23:00,0,0,0,3.186,
2015-01-03 23:00,2015-01-04 00:00,0,0,0,2.814,
2015-01-04 00:00,2015-01-04 01:00,0,0,0,2.737,
2015-01-04 01:00,2015-01-04 02:00,0,0,0,2.869,
2015-01-04 02:00,2015-01-04 03:00,0,0,0,2.918,
2015-01-04 03:00,2015-01-04 04:00,0,0,0,2.938,
2015-01-04 04:00,2015-01-04 05:00,0,0,0,2.454,
2015-01-04 05:00,2015-01-04 06:00,0,0,0,2.249,
2015-01-04 06:00,2015-01-04 07:00,0,0,0,1.911,
2015-01-04 07:00,2015-01-04 08:00,0,0,0,1.791,
2015-01-04 08:00,2015-01-04 09:00,0.030,0.042,0.008,2.667,
2015-01-04 09:00,2015-01-04 10:00,0.184,0.168,0.041,4.656,
2015-01-04 10:00,2015-01-04 11:00,0.348,0.320,0.065,5.905,
2015-01-04 11:00,2015-01-04 12:00,0.455,0.434,0.073,6.620,
2015-01-04 12:00,2015-01-04 13:00,0.368,0.313,0.095,6.910,
2015-01-04 13:00,2015-01-04 14:00,0.288,0.233,0.087,6.612,
2015-01-04 14:00,2015-01-04 15:00,0.267,0.239,0.057,5.116,
2015-01-04 15:00,2015-01-04 16:00,0.034,0.037,0.018,2.678,
2015-01-04 16:00,2015-01-04 17:00,0,0,0,1.772,
2015-01-04 17:00,2015-01-04 18:00,0,0,0,1.274,
2015-01-04 18:00,2015-01-04 19:00,0,0,0,0.875,
2015-01-04 19:00,2015-01-04 20:00,0,0,0,0.632,
2015-01-04 20:00,2015-01-04 21:00,0,0,0,0.507,
2015-01-04 21:00,2015-01-04 22:00,0,0,0,0.338,
2015-01-04 22:00,2015-01-04 23:00,0,0,0,0.085,
2015-01-04 23:00,2015-01-05 00:00,0,0,0,0.022,
2015-01-05 00:00,2015-01-05 01:00,0,0,0,0.189,
2015-01-05 01:00,2015-01-05 02:00,0,0,0,0.684,
2015-01-05 02:00,2015-01-05 03:00,0,0,0,0.647,
2015-01-05 03:00,2015-01-05 04:00,0,0,0,0.882,
2015-01-05 04:00,2015-01-05 05:00,0,0,0,1.321,
2015-01-05 05:00,2015-01-05 06:00,0,0,0,1.447,
2015-01-05 06:00,2015-01-05 07:00,0,0,0,1.285,
2015-01-05 07:00,2015-01-05 08:00,0,0,0,0.957,
2015-01-05 08:00,2015-01-05 09:00,0.003,0.010,0.009,0.985,
2015-01-05 09:00,2015-01-05 10:00,0.016,0.014,0.021,1.401,
2015-01-05 10:00,2015-01-05 11:00,0.025,0.001,0.044,1.864,
2015-01-05 11:00,2015-01-05 12:00,0.058,0.008,0.072,2.229,
2015-01-05 12:00,2015-01-05 13:00,0.054,0.007,0.069,2.476,
2015-01-05 13:00,2015-01-05 14:00,0.012,0,0.030,2.643,
2015-01-05 14:00,2015-01-05 15:00,0.007,0,0.023,2.609,
2015-01-05 15:00,2015-01-05 16:00,0,0,0.005,2.357,
2015-01-05 16:00,2015-01-05 17:00,0,0,0,2.252,
2015-01-05 17:00,2015-01-05 18:00,0,0,0,2.278,
2015-01-05 18:00,2015-01-05 19:00,0,0,0,2.396,
2015-01-05 19:00,2015-01-05 20:00,0,0,0,2.490,
2015-01-05 20:00,2015-01-05 21:00,0,0,0,2.441,
2015-01-05 21:00,2015-01-05 22:00,0,0,0,2.352,
2015-01-05 22:00,2015-01-05 23:00,0,0,0,2.148,
2015-01-05 23:00,2015-01-06 00:00,0,0,0,1.753,
2015-01-06 00:00,2015-01-06 01:00,0,0,0,1.411,
2015-01-06 01:00,2015-01-06 02:00,0,0,0,1.084,
2015-01-06 02:00,2015-01-06 03:00,0,0,0,0.830,
2015-01-06 03:00,2015-01-06 04:00,0,0,0,0.427,
2015-01-06 04:00,2015-01-06 05:00,0,0,0,0.018,
2015-01-06 05:00,2015-01-06 06:00,0,0,0,-0.529,
2015-01-06 06:00,2015-01-06 07:00,0,0,0,-0.923,
2015-01-06 07:00,2015-01-06 08:00,0,0,0,-1.167,
2015-01-06 08:00,2015-01-06 09:00,0.009,0.018,0.009,-0.978,
2015-01-06 09:00,2015-01-06 10:00,0.143,0.114,0.050,-0.500,
2015-01-06 10:00,2015-01-06 11:00,0.212,0.148,0.085,0.155,
2015-01-06 11:00,2015-01-06 12:00,0.239,0.152,0.110,0.898,
2015-01-06 12:00,2015-01-06 13:00,0.232,0.142,0.113,1.299,
2015-01-06 13:00,2015-01-06 14:00,0.184,0.110,0.096,1.436,
2015-01-06 14:00,2015-01-06 15:00,0.082,0.045,0.058,1.065,
2015-01-06 15:00,2015-01-06 16:00,0,0,0.009,0.642,
2015-01-06 16:00,2015-01-06 17:00,0,0,0,0.919,
2015-01-06 17:00,2015-01-06 18:00,0,0,0,1.394,
2015-01-06 18:00,2015-01-06 19:00,0,0,0,2.231,
2015-01-06 19:00,2015-01-06 20:00,0,0,0,3.364,
2015-01-06 20:00,2015-01-06 21:00,0,0,0,4.299,
2015-01-06 21:00,2015-01-06 22:00,0,0,0,4.934,
2015-01-06 22:00,2015-01-06 23:00,0,0,0,5.241,
2015-01-06 23:00,2015-01-07 00:00,0,0,0,4.945,
2015-01-07 00:00,2015-01-07 01:00,0,0,0,4.467,
2015-01-07 01:00,2015-01-07 02:00,0,0,0,3.955,
2015-01-07 02:00,2015-01-07 03:00,0,0,0,3.367,
2015-01-07 03:00,2015-01-07 04:00,0,0,0,2.905,
2015-01-07 04:00,2015-01-07 05:00,0,0,0,2.321,
2015-01-07 05:00,2015-01-07 06:00,0,0,0,1.286,
2015-01-07 06:00,2015-01-07 07:00,0,0,0,0.993,
2015-01-07 07:00,2015-01-07 08:00,0,0,0,1.440,
2015-01-07 08:00,2015-01-07 09:00,0.019,0.029,0.009,2.486,
2015-01-07 09:00,2015-01-07 10:00,0.216,0.199,0.042,3.406,
2015-01-07 10:00,2015-01-07 11:00,0.404,0.386,0.056,3.951,
2015-01-07 11:00,2015-01-07 12:00,0.303,0.235,0.097,4.266,
2015-01-07 12:00,2015-01-07 13:00,0.205,0.129,0.102,4.286,
2015-01-07 13:00,2015-01-07 14:00,0.305,0.245,0.090,4.126,
2015-01-07 14:00,2015-01-07 15:00,0.093,0.055,0.061,3.697,
2015-01-07 15:00,2015-01-07 16:00,0.004,0.006,0.014,3.147,
2015-01-07 16:00,2015-01-07 17:00,0,0,0,2.877,
2015-01-07 17:00,2015-01-07 18:00,0,0,0,2.626,
2015-01-07 18:00,2015-01-07 19:00,0,0,0,2.210,
2015-01-07 19:00,2015-01-07 20:00,0,0,0,1.723,
2015-01-07 20:00,2015-01-07 21:00,0,0,0,1.423,
2015-01-07 21:00,2015-01-07 22:00,0,0,0,1.348,
2015-01-07 22:00,2015-01-07 23:00,0,0,0,1.417,
2015-01-07 23:00,2015-01-08 00:00,0,0,0,1.635,
2015-01-08 00:00,2015-01-08 01:00,0,0,0,1.860,
2015-01-08 01:00,2015-01-08 02:00,0,0,0,2.073,
2015-01-08 02:00,2015-01-08 03:00,0,0,0,2.320,
2015-01-08 03:00,2015-01-08 04:00,0,0,0,3.090,
2015-01-08 04:00,2015-01-08 05:00,0,0,0,3.808,
2015-01-08 05:00,2015-01-08 06:00,0,0,0,4.564,
2015-01-08 06:00,2015-01-08 07:00,0,0,0,4.988,
2015-01-08 07:00,2015-01-08 08:00,0,0,0,5.557,
2015-01-08 08:00,2015-01-08 09:00,0,0,0.005,5.999,
2015-01-08 09:00,2015-01-08 10:00,0.009,0,0.027,6.213,
2015-01-08 10:00,2015-01-08 11:00,0.018,0,0.037,6.507,
2015-01-08 11:00,2015-01-08 12:00,0.030,0,0.051,6.482,
2015-01-08 12:00,2015-01-08 13:00,0.013,0,0.032,6.531,
2015-01-08 13:00,2015-01-08 14:00,0.016,0,0.035,6.460,
2015-01-08 14:00,2015-01-08 15:00,0.012,0,0.030,5.632,
2015-01-08 15:00,2015-01-08 16:00,0,0,0.005,5.078,
2015-01-08 16:00,2015-01-08 17:00,0,0,0,5.179,
2015-01-08 17:00,2015-01-08 18:00,0,0,0,4.743,
2015-01-08 18:00,2015-01-08 19:00,0,0,0,4.805,
2015-01-08 19:00,2015-01-08 20:00,0,0,0,4.969,
2015-01-08 20:00,2015-01-08 21:00,0,0,0,5.109,
2015-01-08 21:00,2015-01-08 22:00,0,0,0,5.104,
2015-01-08 22:00,2015-01-08 23:00,0,0,0,4.998,
2015-01-08 23:00,2015-01-09 00:00,0,0,0,4.804,
2015-01-09 00:00,2015-01-09 01:00,0,0,0,4.579,
2015-01-09 01:00,2015-01-09 02:00,0,0,0,4.638,
2015-01-09 02:00,2015-01-09 03:00,0,0,0,4.902,
2015-01-09 03:00,2015-01-09 04:00,0,0,0,5.027,
2015-01-09 04:00,2015-01-09 05:00,0,0,0,5.630,
2015-01-09 05:00,2015-01-09 06:00,0,0,0,6.620,
2015-01-09 06:00,2015-01-09 07:00,0,0,0,7.532,
2015-01-09 07:00,2015-01-09 08:00,0,0,0,8.308,
2015-01-09 08:00,2015-01-09 09:00,0,0,0.003,8.943,
2015-01-09 09:00,2015-01-09 10:00,0.007,0,0.024,9.537,
2015-01-09 10:00,2015-01-09 11:00,0.022,0,0.042,10.025,
2015-01-09 11:00,2015-01-09 12:00,0.042,0,0.065,10.287,
2015-01-09 12:00,2015-01-09 13:00,0.049,0.003,0.069,10.497,
2015-01-09 13:00,2015-01-09 14:00,0.038,0.003,0.058,10.222,
2015-01-09 14:00,2015-01-09 15:00,0.013,0.002,0.029,9.713,
2015-01-09 15:00,2015-01-09 16:00,0,0.002,0.014,9.325,
2015-01-09 16:00,2015-01-09 17:00,0,0,0,9.130,
2015-01-09 17:00,2015-01-09 18:00,0,0,0,9.117,
2015-01-09 18:00,2015-01-09 19:00,0,0,0,9.259,
2015-01-09 19:00,2015-01-09 20:00,0,0,0,9.837,
2015-01-09 20:00,2015-01-09 21:00,0,0,0,10.649,
2015-01-09 21:00,2015-01-09 22:00,0,0,0,11.154,
2015-01-09 22:00,2015-01-09 23:00,0,0,0,11.378,
2015-01-09 23:00,2015-01-10 00:00,0,0,0,11.349,
2015-01-10 00:00,2015-01-10 01:00,0,0,0,11.240,
2015-01-10 01:00,2015-01-10 02:00,0,0,0,11.164,
2015-01-10 02:00,2015-01-10 03:00,0,0,0,11.128,
2015-01-10 03:00,2015-01-10 04:00,0,0,0,11.042,
2015-01-10 04:00,2015-01-10 05:00,0,0,0,10.834,
2015-01-10 05:00,2015-01-10 06:00,0,0,0,10.695,
2015-01-10 06:00,2015-01-10 07:00,0,0,0,10.690,
2015-01-10 07:00,2015-01-10 08:00,0,0,0,10.655,
2015-01-10 08:00,2015-01-10 09:00,0,0,0.003,10.709,
2015-01-10 09:00,2015-01-10 10:00,0.002,0,0.018,10.983,
2015-01-10 10:00,2015-01-10 11:00,0.046,0.016,0.053,11.454,
2015-01-10 11:00,2015-01-10 12:00,0.040,0.017,0.046,11.720,
2015-01-10 12:00,2015-01-10 13:00,0.020,0.002,0.039,11.345,
2015-01-10 13:00,2015-01-10 14:00,0.051,0.010,0.064,9.722,
2015-01-10 14:00,2015-01-10 15:00,0.016,0.004,0.031,8.494,
2015-01-10 15:00,2015-01-10 16:00,0.011,0.012,0.018,7.186,
2015-01-10 16:00,2015-01-10 17:00,0,0,0,6.109,
2015-01-10 17:00,2015-01-10 18:00,0,0,0,5.404,
2015-01-10 18:00,2015-01-10 19:00,0,0,0,5.072,
2015-01-10 19:00,2015-01-10 20:00,0,0,0,4.886,
2015-01-10 20:00,2015-01-10 21:00,0,0,0,4.580,
2015-01-10 21:00,2015-01-10 22:00,0,0,0,4.328,
2015-01-10 22:00,2015-01-10 23:00,0,0,0,4.205,
2015-01-10 23:00,2015-01-11 00:00,0,0,0,4.044,
2015-01-11 00:00,2015-01-11 01:00,0,0,0,3.950,
2015-01-11 01:00,2015-01-11 02:00,0,0,0,3.921,
2015-01-11 02:00,2015-01-11 03:00,0,0,0,4.005,
2015-01-11 03:00,2015-01-11 04:00,0,0,0,4.119,
2015-01-11 04:00,2015-01-11 05:00,0,0,0,4.246,
2015-01-11 05:00,2015-01-11 06:00,0,0,0,4.277,
2015-01-11 06:00,2015-01-11 07:00,0,0,0,4.214,
2015-01-11 07:00,2015-01-11 08:00,0,0,0,4.246,
2015-01-11 08:00,2015-01-11 09:00,0,0.002,0.009,4.471,
2015-01-11 09:00,2015-01-11 10:00,0.046,0.023,0.045,4.969,
2015-01-11 10:00,2015-01-11 11:00,0.242,0.185,0.085,5.529,
2015-01-11 11:00,2015-01-11 12:00,0.181,0.112,0.095,5.843,
2015-01-11 12:00,2015-01-11 13:00,0.086,0.026,0.084,6.040,
2015-01-11 13:00,2015-01-11 14:00,0.114,0.042,0.096,5.944,
2015-01-11 14:00,2015-01-11 15:00,0.058,0.021,0.060,5.776,
2015-01-11 15:00,2015-01-11 16:00,0.004,0.004,0.016,5.638,
2015-01-11 16:00,2015-01-11 17:00,0,0,0,5.662,
2015-01-11 17:00,2015-01-11 18:00,0,0,0,5.670,
2015-01-11 18:00,2015-01-11 19:00,0,0,0,5.588,
2015-01-11 19:00,2015-01-11 20:00,0,0,0,5.637,
2015-01-11 20:00,2015-01-11 21:00,0,0,0,6.024,
2015-01-11 21:00,2015-01-11 22:00,0,0,0,6.430,
2015-01-11 22:00,2015-01-11 23:00,0,0,0,6.598,
2015-01-11 23:00,2015-01-12 00:00,0,0,0,6.667,
2015-01-12 00:00,2015-01-12 01:00,0,0,0,6.529,
2015-01-12 01:00,2015-01-12 02:00,0,0,0,6.537,
2015-01-12 02:00,2015-01-12 03:00,0,0,0,6.708,
2015-01-12 03:00,2015-01-12 04:00,0,0,0,6.855,
2015-01-12 04:00,2015-01-12 05:00,0,0,0,6.991,
2015-01-12 05:00,2015-01-12 06:00,0,0,0,7.147,
2015-01-12 06:00,2015-01-12 07:00,0,0,0,7.316,
2015-01-12 07:00,2015-01-12 08:00,0,0,0,7.426,
2015-01-12 08:00,2015-01-12 09:00,0,0,0.004,7.585,
2015-01-12 09:00,2015-01-12 10:00,0,0,0.013,7.836,
2015-01-12 10:00,2015-01-12 11:00,0.006,0,0.023,8.086,
2015-01-12 11:00,2015-01-12 12:00,0.007,0,0.024,8.319,
2015-01-12 12:00,2015-01-12 13:00,0.028,0,0.050,8.639,
2015-01-12 13:00,2015-01-12 14:00,0.040,0.001,0.061,8.914,
2015-01-12 14:00,2015-01-12 15:00,0.026,0.003,0.043,8.998,
2015-01-12 15:00,2015-01-12 16:00,0.002,0.002,0.016,8.997,
2015-01-12 16:00,2015-01-12 17:00,0,0,0,9.001,
2015-01-12 17:00,2015-01-12 18:00,0,0,0,8.961,
2015-01-12 18:00,2015-01-12 19:00,0,0,0,8.911,
2015-01-12 19:00,2015-01-12 20:00,0,0,0,8.801,
2015-01-12 20:00,2015-01-12 21:00,0,0,0,8.590,
2015-01-12 21:00,2015-01-12 22:00,0,0,0,8.333,
2015-01-12 22:00,2015-01-12 23:00,0,0,0,8.148,
2015-01-12 23:00,2015-01-13 00:00,0,0,0,8.132,
2015-01-13 00:00,2015-01-13 01:00,0,0,0,8.527,
2015-01-13 01:00,2015-01-13 02:00,0,0,0,9.055,
2015-01-13 02:00,2015-01-13 03:00,0,0,0,9.273,
2015-01-13 03:00,2015-01-13 04:00,0,0,0,9.269,
2015-01-13 04:00,2015-01-13 05:00,0,0,0,9.251,
2015-01-13 05:00,2015-01-13 06:00,0,0,0,9.124,
2015-01-13 06:00,2015-01-13 07:00,0,0,0,8.983,
2015-01-13 07:00,2015-01-13 08:00,0,0,0,8.850,
2015-01-13 08:00,2015-01-13 09:00,0,0.001,0.007,8.770,
2015-01-13 09:00,2015-01-13 10:00,0.030,0.019,0.032,8.639,
2015-01-13 10:00,2015-01-13 11:00,0.038,0.021,0.039,8.421,
2015-01-13 11:00,2015-01-13 12:00,0.019,0,0.039,8.227,
2015-01-13 12:00,2015-01-13 13:00,0.146,0.088,0.086,8.164,
2015-01-13 13:00,2015-01-13 14:00,0.011,0,0.029,8.259,
2015-01-13 14:00,2015-01-13 15:00,0.027,0.007,0.040,8.001,
2015-01-13 15:00,2015-01-13 16:00,0,0,0.009,7.401,
2015-01-13 16:00,2015-01-13 17:00,0,0,0,7.014,
2015-01-13 17:00,2015-01-13 18:00,0,0,0,6.983,
2015-01-13 18:00,2015-01-13 19:00,0,0,0,6.999,
2015-01-13 19:00,2015-01-13 20:00,0,0,0,6.850,
2015-01-13 20:00,2015-01-13 21:00,0,0,0,6.569,
2015-01-13 21:00,2015-01-13 22:00,0,0,0,6.114,
2015-01-13 22:00,2015-01-13 23:00,0,0,0,5.677,
2015-01-13 23:00,2015-01-14 00:00,0,0,0,5.503,
2015-01-14 00:00,2015-01-14 01:00,0,0,0,5.426,
2015-01-14 01:00,2015-01-14 02:00,0,0,0,5.050,
2015-01-14 02:00,2015-01-14 03:00,0,0,0,4.436,
2015-01-14 03:00,2015-01-14 04:00,0,0,0,3.936,
2015-01-14 04:00,2015-01-14 05:00,0,0,0,3.655,
2015-01-14 05:00,2015-01-14 06:00,0,0,0,3.492,
2015-01-14 06:00,2015-01-14 07:00,0,0,0,3.418,
2015-01-14 07:00,2015-01-14 08:00,0,0,0,3.331,
2015-01-14 08:00,2015-01-14 09:00,0,0.001,0.009,3.363,
2015-01-14 09:00,2015-01-14 10:00,0.013,0.003,0.029,2.867,
2015-01-14 10:00,2015-01-14 11:00,0.162,0.096,0.089,2.338,
2015-01-14 11:00,2015-01-14 12:00,0.149,0.059,0.114,3.353,
2015-01-14 12:00,2015-01-14 13:00,0.089,0.024,0.089,4.328,
2015-01-14 13:00,2015-01-14 14:00,0.208,0.150,0.084,4.604,
2015-01-14 14:00,2015-01-14 15:00,0.115,0.080,0.059,4.243,
2015-01-14 15:00,2015-01-14 16:00,0.075,0.067,0.031,3.148,
2015-01-14 16:00,2015-01-14 17:00,0,0,0,2.045,
2015-01-14 17:00,2015-01-14 18:00,0,0,0,1.782,
2015-01-14 18:00,2015-01-14 19:00,0,0,0,1.393,
2015-01-14 19:00,2015-01-14 20:00,0,0,0,1.092,
2015-01-14 20:00,2015-01-14 21:00,0,0,0,1.241,
2015-01-14 21:00,2015-01-14 22:00,0,0,0,1.647,
2015-01-14 22:00,2015-01-14 23:00,0,0,0,2.244,
2015-01-14 23:00,2015-01-15 00:00,0,0,0,2.687,
2015-01-15 00:00,2015-01-15 01:00,0,0,0,3.053,
2015-01-15 01:00,2015-01-15 02:00,0,0,0,3.429,
2015-01-15 02:00,2015-01-15 03:00,0,0,0,4.239,
2015-01-15 03:00,2015-01-15 04:00,0,0,0,5.611,
2015-01-15 04:00,2015-01-15 05:00,0,0,0,6.592,
2015-01-15 05:00,2015-01-15 06:00,0,0,0,7.029,
2015-01-15 06:00,2015-01-15 07:00,0,0,0,7.241,
2015-01-15 07:00,2015-01-15 08:00,0,0,0,7.437,
2015-01-15 08:00,2015-01-15 09:00,0,0.002,0.011,7.600,
2015-01-15 09:00,2015-01-15 10:00,0.019,0.003,0.036,7.793,
2015-01-15 10:00,2015-01-15 11:00,0.038,0.004,0.057,8.008,
2015-01-15 11:00,2015-01-15 12:00,0.044,0.003,0.064,8.257,
2015-01-15 12:00,2015-01-15 13:00,0.036,0,0.058,8.487,
2015-01-15 13:00,2015-01-15 14:00,0.016,0,0.036,8.675,
2015-01-15 14:00,2015-01-15 15:00,0.017,0,0.037,8.444,
2015-01-15 15:00,2015-01-15 16:00,0.004,0.003,0.017,8.005,
2015-01-15 16:00,2015-01-15 17:00,0,0,0,7.661,
2015-01-15 17:00,2015-01-15 18:00,0,0,0,7.410,
2015-01-15 18:00,2015-01-15 19:00,0,0,0,7.136,
2015-01-15 19:00,2015-01-15 20:00,0,0,0,6.716,
2015-01-15 20:00,2015-01-15 21:00,0,0,0,6.144,
2015-01-15 21:00,2015-01-15 22:00,0,0,0,5.748,
2015-01-15 22:00,2015-01-15 23:00,0,0,0,5.582,
2015-01-15 23:00,2015-01-16 00:00,0,0,0,5.501,
2015-01-16 00:00,2015-01-16 01:00,0,0,0,5.367,
2015-01-16 01:00,2015-01-16 02:00,0,0,0,5.152,
2015-01-16 02:00,2015-01-16 03:00,0,0,0,4.907,
2015-01-16 03:00,2015-01-16 04:00,0,0,0,4.576,
2015-01-16 04:00,2015-01-16 05:00,0,0,0,4.310,
2015-01-16 05:00,2015-01-16 06:00,0,0,0,3.878,
2015-01-16 06:00,2015-01-16 07:00,0,0,0,3.381,
2015-01-16 07:00,2015-01-16 08:00,0,0,0,3.009,
2015-01-16 08:00,2015-01-16 09:00,0.043,0.049,0.016,3.220,
2015-01-16 09:00,2015-01-16 10:00,0.126,0.094,0.056,3.705,
2015-01-16 10:00,2015-01-16 11:00,0.253,0.189,0.091,4.597,
2015-01-16 11:00,2015-01-16 12:00,0.393,0.337,0.097,5.546,
2015-01-16 12:00,2015-01-16 13:00,0.504,0.482,0.081,6.324,
2015-01-16 13:00,2015-01-16 14:00,0.413,0.372,0.086,6.622,
2015-01-16 14:00,2015-01-16 15:00,0.355,0.331,0.061,6.077,
2015-01-16 15:00,2015-01-16 16:00,0.101,0.090,0.034,4.059,
2015-01-16 16:00,2015-01-16 17:00,0,0,0,2.914,
2015-01-16 17:00,2015-01-16 18:00,0,0,0,2.579,
2015-01-16 18:00,2015-01-16 19:00,0,0,0,2.565,
2015-01-16 19:00,2015-01-16 20:00,0,0,0,2.719,
2015-01-16 20:00,2015-01-16 21:00,0,0,0,2.979,
2015-01-16 21:00,2015-01-16 22:00,0,0,0,2.841,
2015-01-16 22:00,2015-01-16 23:00,0,0,0,2.235,
2015-01-16 23:00,2015-01-17 00:00,0,0,0,1.570,
2015-01-17 00:00,2015-01-17 01:00,0,0,0,1.016,
2015-01-17 01:00,2015-01-17 02:00,0,0,0,0.535,
2015-01-17 02:00,2015-01-17 03:00,0,0,0,0.104,
2015-01-17 03:00,2015-01-17 04:00,0,0,0,-0.304,
2015-01-17 04:00,2015-01-17 05:00,0,0,0,-0.667,
2015-01-17 05:00,2015-01-17 06:00,0,0,0,-0.923,
2015-01-17 06:00,2015-01-17 07:00,0,0,0,-1.043,
2015-01-17 07:00,2015-01-17 08:00,0,0,0,-1.007,
2015-01-17 08:00,2015-01-17 09:00,0.071,0.077,0.015,0.674,
2015-01-17 09:00,2015-01-17 10:00,0.270,0.253,0.042,2.873,
2015-01-17 10:00,2015-01-17 11:00,0.463,0.456,0.053,3.890,
2015-01-17 11:00,2015-01-17 12:00,0.553,0.557,0.060,4.774,
2015-01-17 12:00,2015-01-17 13:00,0.570,0.575,0.064,5.064,
2015-01-17 13:00,2015-01-17 14:00,0.455,0.422,0.079,4.724,
2015-01-17 14:00,2015-01-17 15:00,0.371,0.344,0.061,3.668,
2015-01-17 15:00,2015-01-17 16:00,0.138,0.123,0.037,1.565,
2015-01-17 16:00,2015-01-17 17:00,0,0,0,0.790,
